SECTNO,CFRSubject,Original_sentence,Matched_Label,Matched_Text
5.205,Special situations.,The synopsis should also include information— (1) Advising that the acquisition is being offered for competition limited to eligible 8(a) participants; (2) Specifying the North American Industry Classification System (NAICS) code; (3) Advising that eligibility to participate may be restricted to 8(a),obligations_noun_pron_deontic_adv_verb,synopsis should also include
5.206,Notices of subcontracting opportunities.,"(a) The following entities may transmit a notice to the GPE to seek competition for subcontracts, to increase participation by qualified HUBZone small business, small, small disadvantaged, women-owned small business, veteran-owned small business and service-disabled veteran-owned small business concerns, and to meet established subcontracting plan goals: (1) A contractor awarded a contract exceeding the simplified acquisition threshold that is likely to result in the award of any subcontracts.",permissions_noun_pron_deontic_verb,entities may transmit
5.207,Preparation and transmittal of synopses.,"Except when using the sole source authority at 6.302-1, insert a statement that all responsible sources may submit a bid, proposal, or quotation which shall be considered by the agency.",permissions_noun_pron_deontic_verb,sources may submit
5.207,Preparation and transmittal of synopses.,"(ii) When using the sole source authority at 6.302-1, insert a statement that all responsible sources may submit a capability statement, proposal, or quotation, which shall be considered by the agency.",permissions_noun_pron_deontic_verb,sources may submit
5.207,Preparation and transmittal of synopses.,Contracting officers may publish notices of solicitation cancellations (or indefinite suspensions) of proposed contract actions in the GPE.,permissions_noun_pron_deontic_verb,officers may publish
5.401,General.,"(b) Contracting officers may make available maximum information to the public, except information— (1) On plans that would provide undue or discriminatory advantage to private or personal interests; (2) Received in confidence from an offeror; (3) Otherwise requiring protection under Freedom of Information Act (see subpart 24.2) or Privacy Act (see subpart 24.1); or (4) Pertaining to internal agency communications (e.g., technical reviews, contracting authority or other reasons, or recommendations referring thereto).",permissions_noun_pron_deontic_verb,officers may make
5.504,Use of advertising agencies.,"If the advertising agency agrees to place advertisements in noncommission-paying media as a no-cost service, the basic ordering agreement shall so provide.",obligations_noun_pron_deontic_adv_verb,agreement shall so provide
5.704,Publicizing preaward.,"Contracting officers should concurrently use their usual solicitation practice ( e.g. , e-Buy).",obligations_noun_pron_deontic_adv_verb,officers should concurrently use
6.102,Use of competitive procedures.,"If sealed bids are not appropriate, contracting officers may use any combination of competitive procedures (e.g., two-step sealed bidding).",permissions_noun_pron_deontic_verb,officers may use
6.202,Establishing or maintaining alternative sources.,"(a) Agencies may exclude a particular source from a contract action in order to establish or maintain an alternative source or sources for the supplies or services being acquired if the agency head determines that to do so would— (1) Increase or maintain competition and likely result in reduced overall costs for the acquisition, or for any anticipated acquisition; (2) Be in the interest of national defense in having a facility (or a producer, manufacturer, or other supplier) available for furnishing the supplies or services in case of a national emergency or industrial mobilization; (3) Be in the interest of national defense in establishing or maintaining an essential engineering, research, or development capability to be provided by an educational or other nonprofit institution or a federally funded research and development center; (4) Ensure the continuous availability of a reliable source of supplies or services; (5) Satisfy projected needs based on a history of high demand; or (6) Satisfy a critical need for medical, safety, or emergency supplies.",permissions_noun_pron_deontic_verb,Agencies may exclude
